Week ending,Jurisdiction,Age group,Cumulative number of people who have received at least 1 dose,Cumulative number of people who have completed the primary series,"Cumulative number of people who, in the last months, have completed the primary series or received a booster dose",Cumulative percent of people who have received at least 1 dose,Cumulative percent of people who have completed the primary series,"Cumulative percent of people who, in the last months, have completed the primary series or received a booster dose"
2022-08-14,Newfoundland and Labrador,5 years and older,"500,333","481,111",n/a,98.80%,95.00%,n/a
2022-08-14,Newfoundland and Labrador,12 years and older,"471,210","457,794",n/a,>=99%,96.70%,n/a
2022-08-14,Newfoundland and Labrador,18 years and older,"439,654","427,271",n/a,>=99%,96.80%,n/a
2022-08-14,Prince Edward Island,Total population,"150,983","144,813","35,212",88.50%,84.80%,20.60%
2022-08-14,Prince Edward Island,5 years and older,"149,085","143,570","34,538",91.30%,87.90%,21.10%
2022-08-14,Prince Edward Island,12 years and older,"141,242","137,189","32,232",93.30%,90.60%,21.30%
2022-08-14,Prince Edward Island,18 years and older,"131,534","127,844","30,422",93.90%,91.30%,21.70%
2022-08-14,Nova Scotia,Total population,"905,508","859,437","156,133",88.80%,84.30%,15.30%
2022-08-14,Nova Scotia,5 years and older,"903,510","859,436","156,132",92.40%,87.90%,16.00%
2022-08-14,Nova Scotia,12 years and older,"859,991","829,094","148,008",94.40%,91.00%,16.20%
2022-08-14,Nova Scotia,18 years and older,"806,294","778,521","141,926",94.70%,91.50%,16.70%
2022-08-14,New Brunswick,Total population,"701,600","663,176","150,972",86.40%,81.70%,18.60%
2022-08-14,New Brunswick,5 years and older,"698,638","660,865","149,481",89.70%,84.90%,19.20%
2022-08-14,New Brunswick,12 years and older,"668,038","639,144","145,076",92.30%,88.40%,20.10%
2022-08-14,New Brunswick,18 years and older,"624,796","598,529","141,200",92.80%,88.90%,21.00%
2022-08-14,Quebec,Total population,"6,992,099",n/a,"1,873,711",80.40%,n/a,21.50%
2022-08-14,Quebec,5 years and older,"6,981,144",n/a,"1,872,502",84.40%,n/a,22.60%
2022-08-14,Quebec,12 years and older,"6,603,028",n/a,"1,822,545",86.60%,n/a,23.90%
2022-08-14,Quebec,18 years and older,"6,123,552",n/a,"1,745,812",86.50%,n/a,24.70%
2022-08-14,Ontario,Total population,"12,611,718","12,161,242","2,586,559",83.50%,80.50%,17.10%
2022-08-14,Ontario,5 years and older,"12,586,727","12,159,259","2,585,987",87.40%,84.50%,18.00%
2022-08-14,Ontario,12 years and older,"12,006,702","11,719,483","2,470,932",90.20%,88.10%,18.60%
2022-08-14,Ontario,18 years and older,"11,181,588","10,929,308","2,344,890",90.70%,88.60%,19.00%
2022-08-14,Manitoba,Total population,"1,151,447","1,108,763","214,519",81.70%,78.70%,15.20%
2022-08-14,Manitoba,5 years and older,"1,150,271","1,108,746","214,519",86.60%,83.50%,16.20%
2022-08-14,Manitoba,12 years and older,"1,077,881","1,054,216","200,632",89.80%,87.80%,16.70%
2022-08-14,Manitoba,18 years and older,"991,704","972,324","191,189",90.40%,88.60%,17.40%
2022-08-14,Saskatchewan,Total population,"961,321","909,091","165,249",80.50%,76.10%,13.80%
2022-08-14,Saskatchewan,5 years and older,"954,640","905,867","163,196",85.00%,80.70%,14.50%
2022-08-14,Saskatchewan,12 years and older,"897,335","863,278","157,123",88.70%,85.30%,15.50%
2022-08-14,Saskatchewan,18 years and older,"823,558","794,450","150,628",89.60%,86.40%,16.40%
2022-08-14,Alberta,Total population,"3,585,477","3,413,386","580,185",78.90%,75.10%,12.80%
2022-08-14,Alberta,5 years and older,"3,578,396","3,412,895","579,926",83.50%,79.60%,13.50%
2022-08-14,Alberta,12 years and older,"3,392,397","3,272,313","537,255",87.30%,84.20%,13.80%
2022-08-14,Alberta,18 years and older,"3,119,991","3,012,061","495,706",87.80%,84.80%,14.00%
2022-08-14,British Columbia,Total population,"4,543,239","4,365,514","855,391",85.40%,82.10%,16.10%
2022-08-14,British Columbia,5 years and older,"4,533,840","4,365,512","855,389",89.00%,85.70%,16.80%
2022-08-14,British Columbia,12 years and older,"4,352,553","4,225,192","796,153",91.70%,89.10%,16.80%
2022-08-14,British Columbia,18 years and older,"4,090,911","3,975,693","754,306",92.30%,89.70%,17.00%
2022-08-14,Yukon,Total population,"36,651","35,440","7,571",83.40%,80.60%,17.20%
2022-08-14,Yukon,5 years and older,"35,916","34,900","7,246",86.10%,83.60%,17.40%
2022-08-14,Yukon,12 years and older,"33,940","33,324","6,641",88.60%,87.00%,17.30%
2022-08-14,Yukon,18 years and older,"31,752","31,198","6,299",89.10%,87.60%,17.70%
2022-08-14,Northwest Territories,Total population,"34,646","33,259","4,453",79.40%,76.30%,10.20%
2022-08-14,Northwest Territories,5 years and older,"33,760","32,671","4,101",82.40%,79.70%,10.00%
2022-08-14,Northwest Territories,12 years and older,"31,218","30,699","3,757",84.40%,83.00%,10.20%
2022-08-14,Northwest Territories,18 years and older,"28,377","27,961","3,518",84.70%,83.40%,10.50%
2022-08-14,Nunavut,Total population,"32,737","30,349","5,331",80.80%,74.90%,13.20%
2022-08-14,Nunavut,5 years and older,"31,847","29,677","4,936",87.50%,81.50%,13.60%
2022-08-14,Nunavut,12 years and older,"27,597","26,570","3,753",90.30%,86.90%,12.30%
2022-08-14,Nunavut,18 years and older,"23,847","23,083","3,275",91.90%,88.90%,12.60%
2022-09-11,Canada,Total population,"32,285,662","24,234,236","6,675,199",82.90%,80.20%,17.10%
2022-09-11,Canada,5 years and older,"32,166,338","24,221,615","6,665,989",86.80%,84.20%,18.00%
2022-09-11,Canada,12 years and older,"30,593,877","23,308,957","6,454,775",89.60%,87.90%,18.90%
2022-09-11,Canada,18 years and older,"28,449,815","21,721,333","6,245,689",90.00%,88.50%,19.80%
2022-09-11,Newfoundland and Labrador,Total population,"502,160","481,372","83,246",95.50%,91.50%,15.80%
2022-09-11,Newfoundland and Labrador,5 years and older,"500,623","481,371","83,246",98.80%,95.00%,16.40%
2022-09-11,Newfoundland and Labrador,12 years and older,"471,376","457,931","81,425",>=99%,96.70%,17.20%
2022-09-11,Newfoundland and Labrador,18 years and older,"439,785","427,380","77,181",>=99%,96.80%,17.50%
2022-09-11,Prince Edward Island,Total population,"151,412","144,958","25,597",88.70%,84.90%,15.00%
2022-09-11,Prince Edward Island,5 years and older,"149,293","143,754","24,993",91.40%,88.00%,15.30%
2022-09-11,Prince Edward Island,12 years and older,"141,520","137,426","24,530",93.50%,90.80%,16.20%
2022-09-11,Prince Edward Island,18 years and older,"131,819","128,106","23,558",94.10%,91.50%,16.80%
2022-09-11,Nova Scotia,Total population,"907,253","860,389","155,290",89.00%,84.40%,15.20%
2022-09-11,Nova Scotia,5 years and older,"904,157","860,369","155,282",92.40%,88.00%,15.90%
2022-09-11,Nova Scotia,12 years and older,"860,889","829,975","149,993",94.50%,91.10%,16.50%
2022-09-11,Nova Scotia,18 years and older,"807,297","779,607","144,930",94.90%,91.60%,17.00%
2022-09-11,New Brunswick,Total population,"703,250","664,020","154,541",86.60%,81.80%,19.00%
2022-09-11,New Brunswick,5 years and older,"699,597","661,652","152,991",89.90%,85.00%,19.60%
2022-09-11,New Brunswick,12 years and older,"669,241","639,980","150,937",92.50%,88.50%,20.90%
2022-09-11,New Brunswick,18 years and older,"626,118","599,551","148,614",93.00%,89.10%,22.10%
2022-09-11,Quebec,Total population,"7,001,390",n/a,"1,935,051",80.50%,n/a,22.30%
2022-09-11,Quebec,5 years and older,"6,983,978",n/a,"1,933,062",84.40%,n/a,23.40%
2022-09-11,Quebec,12 years and older,"6,609,475",n/a,"1,904,170",86.70%,n/a,25.00%
2022-09-11,Quebec,18 years and older,"6,130,070",n/a,"1,849,826",86.60%,n/a,26.10%
2022-09-11,Ontario,Total population,"12,644,274","12,176,392","2,544,493",83.70%,80.60%,16.80%
2022-09-11,Ontario,5 years and older,"12,599,674","12,173,756","2,543,351",87.50%,84.60%,17.70%
2022-09-11,Ontario,12 years and older,"12,021,126","11,731,757","2,457,964",90.30%,88.10%,18.50%
2022-09-11,Ontario,18 years and older,"11,197,827","10,944,095","2,384,263",90.80%,88.70%,19.30%
2022-09-11,Manitoba,Total population,"1,154,499","1,109,400","209,357",81.90%,78.70%,14.90%
2022-09-11,Manitoba,5 years and older,"1,150,733","1,109,366","209,338",86.70%,83.60%,15.80%
2022-09-11,Manitoba,12 years and older,"1,078,672","1,054,822","200,633",89.80%,87.80%,16.70%
2022-09-11,Manitoba,18 years and older,"992,601","973,151","191,610",90.50%,88.70%,17.50%
2022-09-11,Saskatchewan,Total population,"964,582","910,288","180,474",80.70%,76.20%,15.10%
2022-09-11,Saskatchewan,5 years and older,"955,546","906,557","178,098",85.10%,80.70%,15.90%
2022-09-11,Saskatchewan,12 years and older,"898,339","863,985","172,160",88.80%,85.40%,17.00%
2022-09-11,Saskatchewan,18 years and older,"824,647","795,380","167,310",89.70%,86.50%,18.20%
2022-09-11,Alberta,Total population,"3,596,158","3,418,439","579,264",79.20%,75.20%,12.80%
2022-09-11,Alberta,5 years and older,"3,583,255","3,417,785","578,892",83.60%,79.80%,13.50%
2022-09-11,Alberta,12 years and older,"3,396,140","3,275,387","549,198",87.40%,84.30%,14.10%
2022-09-11,Alberta,18 years and older,"3,123,220","3,014,647","520,940",87.90%,84.80%,14.70%
2022-09-11,British Columbia,Total population,"4,556,344","4,369,842","791,979",85.70%,82.20%,14.90%
2022-09-11,British Columbia,5 years and older,"4,538,045","4,369,829","791,967",89.00%,85.70%,15.50%
2022-09-11,British Columbia,12 years and older,"4,354,399","4,227,176","750,120",91.80%,89.10%,15.80%
2022-09-11,British Columbia,18 years and older,"4,092,480","3,977,215","724,360",92.40%,89.80%,16.30%
2022-09-11,Yukon,Total population,"36,851","35,517","7,756",83.80%,80.80%,17.60%
2022-09-11,Yukon,5 years and older,"35,885","34,881","7,398",86.00%,83.60%,17.70%
2022-09-11,Yukon,12 years and older,"33,923","33,297","7,106",88.50%,86.90%,18.50%
2022-09-11,Yukon,18 years and older,"31,735","31,179","6,891",89.10%,87.50%,19.30%
2022-09-11,Northwest Territories,Total population,"34,731","33,276","4,165",79.60%,76.30%,9.50%
2022-09-11,Northwest Territories,5 years and older,"33,709","32,637","3,800",82.30%,79.70%,9.30%
2022-09-11,Northwest Territories,12 years and older,"31,171","30,659","3,608",84.30%,82.90%,9.80%
2022-09-11,Northwest Territories,18 years and older,"28,331","27,914","3,483",84.50%,83.30%,10.40%
2022-09-11,Nunavut,Total population,"32,758","30,343","3,986",80.80%,74.90%,9.80%
2022-09-11,Nunavut,5 years and older,"31,843","29,658","3,571",87.50%,81.50%,9.80%
2022-09-11,Nunavut,12 years and older,"27,606","26,562","2,931",90.30%,86.90%,9.60%
2022-09-11,Nunavut,18 years and older,"23,885","23,108","2,723",92.00%,89.00%,10.50%
2022-10-09,Canada,Total population,"32,321,589","24,262,573","6,720,478",83.00%,80.30%,17.30%
2022-10-09,Canada,5 years and older,"32,183,363","24,236,857","6,695,532",86.90%,84.20%,18.10%
2022-10-09,Canada,12 years and older,"30,620,741","23,325,319","6,487,431",89.70%,88.00%,19.00%
2022-10-09,Canada,18 years and older,"28,479,232","21,741,457","6,328,260",90.10%,88.60%,20.00%
2022-10-09,Newfoundland and Labrador,Total population,"502,638","481,608","87,679",95.60%,91.60%,16.70%
2022-10-09,Newfoundland and Labrador,5 years and older,"500,763","481,441","87,513",98.90%,95.10%,17.30%
2022-10-09,Newfoundland and Labrador,12 years and older,"471,462","457,901","86,109",>=99%,96.70%,18.20%
2022-10-09,Newfoundland and Labrador,18 years and older,"439,855","427,334","82,106",>=99%,96.80%,18.60%
2022-10-09,Prince Edward Island,Total population,"151,731","145,292","34,239",88.90%,85.10%,20.10%
2022-10-09,Prince Edward Island,5 years and older,"149,568","143,995","33,626",91.60%,88.20%,20.60%
2022-10-09,Prince Edward Island,12 years and older,"141,837","137,695","32,915",93.70%,91.00%,21.70%
2022-10-09,Prince Edward Island,18 years and older,"132,169","128,407","31,786",94.40%,91.70%,22.70%
2022-10-09,Nova Scotia,Total population,"908,614","861,971","172,535",89.10%,84.50%,16.90%
2022-10-09,Nova Scotia,5 years and older,"904,986","861,526","172,164",92.50%,88.10%,17.60%
2022-10-09,Nova Scotia,12 years and older,"862,121","831,375","167,100",94.60%,91.30%,18.30%
2022-10-09,Nova Scotia,18 years and older,"808,616","781,226","163,049",95.00%,91.80%,19.20%
2022-10-09,New Brunswick,Total population,"703,903","664,563","156,317",86.70%,81.80%,19.20%
2022-10-09,New Brunswick,5 years and older,"700,083","662,059","154,854",89.90%,85.00%,19.90%
2022-10-09,New Brunswick,12 years and older,"670,038","640,592","152,870",92.60%,88.60%,21.10%
2022-10-09,New Brunswick,18 years and older,"627,015","600,330","150,811",93.10%,89.20%,22.40%
2022-10-09,Quebec,Total population,"7,007,133",n/a,"1,723,143",80.60%,n/a,19.80%
2022-10-09,Quebec,5 years and older,"6,986,589",n/a,"1,717,750",84.40%,n/a,20.80%
2022-10-09,Quebec,12 years and older,"6,616,631",n/a,"1,692,188",86.80%,n/a,22.20%
2022-10-09,Quebec,18 years and older,"6,137,414",n/a,"1,652,723",86.70%,n/a,23.30%
2022-10-09,Ontario,Total population,"12,658,798","12,189,717","2,464,386",83.80%,80.70%,16.30%
2022-10-09,Ontario,5 years and older,"12,607,764","12,180,593","2,456,717",87.60%,84.60%,17.10%
2022-10-09,Ontario,12 years and older,"12,034,936","11,742,286","2,378,112",90.40%,88.20%,17.90%
2022-10-09,Ontario,18 years and older,"11,214,335","10,958,571","2,322,274",90.90%,88.80%,18.80%
2022-10-09,Manitoba,Total population,"1,156,113","1,109,962","237,491",82.00%,78.80%,16.90%
2022-10-09,Manitoba,5 years and older,"1,151,006","1,109,515","237,059",86.70%,83.60%,17.90%
2022-10-09,Manitoba,12 years and older,"1,079,947","1,055,682","229,379",89.90%,87.90%,19.10%
2022-10-09,Manitoba,18 years and older,"994,117","974,462","222,350",90.60%,88.80%,20.30%
2022-10-09,Saskatchewan,Total population,"966,290","911,950","160,859",80.90%,76.30%,13.50%
2022-10-09,Saskatchewan,5 years and older,"956,120","906,924","157,524",85.20%,80.80%,14.00%
2022-10-09,Saskatchewan,12 years and older,"899,350","864,678","151,507",88.90%,85.50%,15.00%
2022-10-09,Saskatchewan,18 years and older,"825,816","796,324","147,700",89.80%,86.60%,16.10%
2022-10-09,Alberta,Total population,"3,601,165","3,423,392","539,043",79.30%,75.40%,11.90%
2022-10-09,Alberta,5 years and older,"3,585,936","3,421,011","536,993",83.70%,79.80%,12.50%
2022-10-09,Alberta,12 years and older,"3,398,237","3,277,585","512,534",87.40%,84.30%,13.20%
2022-10-09,Alberta,18 years and older,"3,125,043","3,016,563","492,784",88.00%,84.90%,13.90%
2022-10-09,British Columbia,Total population,"4,560,777","4,374,904","1,130,736",85.70%,82.20%,21.30%
2022-10-09,British Columbia,5 years and older,"4,538,803","4,372,336","1,128,169",89.10%,85.80%,22.10%
2022-10-09,British Columbia,12 years and older,"4,353,170","4,226,754","1,072,297",91.80%,89.10%,22.60%
2022-10-09,British Columbia,18 years and older,"4,090,600","3,975,793","1,050,616",92.30%,89.70%,23.70%
2022-10-09,Yukon,Total population,"36,884","35,567","7,272",83.90%,80.90%,16.50%
2022-10-09,Yukon,5 years and older,"36,057","35,024","7,011",86.40%,83.90%,16.80%
2022-10-09,Yukon,12 years and older,"34,118","33,450","6,742",89.00%,87.30%,17.60%
2022-10-09,Yukon,18 years and older,"31,928","31,343","6,584",89.60%,88.00%,18.50%
2022-10-09,Northwest Territories,Total population,"34,778","33,306","3,735",79.70%,76.40%,8.60%
2022-10-09,Northwest Territories,5 years and older,"33,817","32,713","3,460",82.50%,79.80%,8.40%
2022-10-09,Northwest Territories,12 years and older,"31,274","30,727","3,313",84.60%,83.10%,9.00%
2022-10-09,Northwest Territories,18 years and older,"28,447","28,002","3,205",84.90%,83.50%,9.60%
2022-10-09,Nunavut,Total population,"32,765","30,341","3,043",80.80%,74.90%,7.50%
2022-10-09,Nunavut,5 years and older,"31,871","29,720","2,692",87.50%,81.60%,7.40%
2022-10-09,Nunavut,12 years and older,"27,620","26,594","2,365",90.40%,87.00%,7.70%
2022-10-09,Nunavut,18 years and older,"23,877","23,102","2,272",92.00%,89.00%,8.80%
2022-11-06,Canada,Total population,"32,356,034","24,302,281","7,773,653",83.10%,80.40%,20.00%
2022-11-06,Canada,5 years and older,"32,198,703","24,250,404","7,718,698",86.90%,84.30%,20.80%
2022-11-06,Canada,12 years and older,"30,647,430","23,340,531","7,493,100",89.80%,88.00%,21.90%
2022-11-06,Canada,18 years and older,"28,509,399","21,761,442","7,300,798",90.20%,88.70%,23.10%
2022-11-06,Newfoundland and Labrador,Total population,"503,396","482,298","100,712",95.70%,91.70%,19.10%
2022-11-06,Newfoundland and Labrador,5 years and older,"501,252","481,769","100,184",99.00%,95.10%,19.80%
2022-11-06,Newfoundland and Labrador,12 years and older,"471,928","458,174","98,604",>=99%,96.80%,20.80%
2022-11-06,Newfoundland and Labrador,18 years and older,"440,329","427,617","95,869",>=99%,96.80%,21.70%
2022-11-06,Prince Edward Island,Total population,"152,030","145,708","32,608",89.10%,85.40%,19.10%
2022-11-06,Prince Edward Island,5 years and older,"149,606","144,047","31,638",91.60%,88.20%,19.40%
2022-11-06,Prince Edward Island,12 years and older,"141,971","137,779","30,825",93.80%,91.00%,20.40%
2022-11-06,Prince Edward Island,18 years and older,"132,280","128,488","29,721",94.40%,91.70%,21.20%
2022-11-06,Nova Scotia,Total population,"909,865","863,894","164,745",89.20%,84.70%,16.20%
2022-11-06,Nova Scotia,5 years and older,"906,104","862,999","163,891",92.60%,88.20%,16.80%
2022-11-06,Nova Scotia,12 years and older,"863,655","833,101","159,091",94.80%,91.50%,17.50%
2022-11-06,Nova Scotia,18 years and older,"810,181","783,096","155,319",95.20%,92.00%,18.30%
2022-11-06,New Brunswick,Total population,"704,204","665,022","149,967",86.70%,81.90%,18.50%
2022-11-06,New Brunswick,5 years and older,"699,538","661,539","147,476",89.80%,85.00%,18.90%
2022-11-06,New Brunswick,12 years and older,"669,787","640,242","145,434",92.60%,88.50%,20.10%
2022-11-06,New Brunswick,18 years and older,"626,886","600,171","143,329",93.10%,89.10%,21.30%
2022-11-06,Quebec,Total population,"7,012,633",n/a,"1,937,180",80.60%,n/a,22.30%
2022-11-06,Quebec,5 years and older,"6,988,480",n/a,"1,927,923",84.50%,n/a,23.30%
2022-11-06,Quebec,12 years and older,"6,622,664",n/a,"1,899,988",86.90%,n/a,24.90%
2022-11-06,Quebec,18 years and older,"6,143,765",n/a,"1,860,997",86.80%,n/a,26.30%
2022-11-06,Ontario,Total population,"12,670,372","12,204,172","2,822,273",83.90%,80.80%,18.70%
2022-11-06,Ontario,5 years and older,"12,614,853","12,185,654","2,805,158",87.60%,84.70%,19.50%
2022-11-06,Ontario,12 years and older,"12,047,071","11,750,034","2,723,362",90.50%,88.30%,20.50%
2022-11-06,Ontario,18 years and older,"11,228,986","10,969,885","2,655,807",91.00%,88.90%,21.50%
2022-11-06,Manitoba,Total population,"1,157,581","1,111,326","263,888",82.10%,78.90%,18.70%
2022-11-06,Manitoba,5 years and older,"1,151,642","1,109,799","262,376",86.70%,83.60%,19.80%
2022-11-06,Manitoba,12 years and older,"1,080,642","1,055,806","254,079",90.00%,87.90%,21.20%
2022-11-06,Manitoba,18 years and older,"994,827","974,628","246,798",90.70%,88.80%,22.50%
2022-11-06,Saskatchewan,Total population,"968,504","914,032","197,226",81.10%,76.50%,16.50%
2022-11-06,Saskatchewan,5 years and older,"956,212","906,701","191,561",85.20%,80.80%,17.10%
2022-11-06,Saskatchewan,12 years and older,"899,879","864,609","183,850",89.00%,85.50%,18.20%
2022-11-06,Saskatchewan,18 years and older,"826,367","796,421","178,792",89.90%,86.60%,19.40%
2022-11-06,Alberta,Total population,"3,605,381","3,429,733","595,514",79.40%,75.50%,13.10%
2022-11-06,Alberta,5 years and older,"3,588,251","3,424,167","590,295",83.70%,79.90%,13.80%
2022-11-06,Alberta,12 years and older,"3,400,455","3,280,016","564,990",87.50%,84.40%,14.50%
2022-11-06,Alberta,18 years and older,"3,126,836","3,018,526","543,227",88.00%,85.00%,15.30%
2022-11-06,British Columbia,Total population,"4,567,535","4,386,791","1,495,701",85.90%,82.50%,28.10%
2022-11-06,British Columbia,5 years and older,"4,541,500","4,376,745","1,485,656",89.10%,85.90%,29.20%
2022-11-06,British Columbia,12 years and older,"4,356,805","4,230,439","1,421,038",91.80%,89.20%,30.00%
2022-11-06,British Columbia,18 years and older,"4,095,120","3,980,579","1,379,373",92.40%,89.80%,31.10%
2022-11-06,Yukon,Total population,"37,018","35,664","7,007",84.20%,81.10%,15.90%
2022-11-06,Yukon,5 years and older,"35,982","34,954","6,593",86.20%,83.80%,15.80%
2022-11-06,Yukon,12 years and older,"34,073","33,404","6,316",88.90%,87.20%,16.50%
2022-11-06,Yukon,18 years and older,"31,886","31,299","6,196",89.50%,87.90%,17.40%
2022-11-06,Northwest Territories,Total population,"34,721","33,268","4,068",79.60%,76.30%,9.30%
